loss,deltaweight,ratespercentile,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.24406080363869376,0.06267884534117574,60.0,False,1,eb0d4_00010,2023-10-18_18-45-54,1697654754,2755.1919000148773,2755.1919000148773,5346,ip-172-31-2-12,172.31.2.12,2755.1919000148773,1
0.17877530549596699,0.06692018552823499,80.0,False,2,eb0d4_00010,2023-10-18_19-29-41,1697657381,2627.5669260025024,5382.75882601738,5346,ip-172-31-2-12,172.31.2.12,5382.75882601738,2
0.15031677822709763,0.06684488729713683,100.0,False,3,eb0d4_00010,2023-10-18_20-13-56,1697660036,2654.478516817093,8037.237342834473,5346,ip-172-31-2-12,172.31.2.12,8037.237342834473,3
0.12804283520921997,0.06341771622798459,110.0,False,4,eb0d4_00010,2023-10-18_20-58-33,1697662713,2677.3703241348267,10714.6076669693,5346,ip-172-31-2-12,172.31.2.12,10714.6076669693,4
0.10845654422080102,0.059169213417888694,130.0,False,5,eb0d4_00010,2023-10-18_21-43-33,1697665413,2699.579465866089,13414.187132835388,5346,ip-172-31-2-12,172.31.2.12,13414.187132835388,5
0.09551837014938418,0.055993270696696844,130.0,True,6,eb0d4_00010,2023-10-18_22-27-02,1697668022,2609.7129080295563,16023.900040864944,5346,ip-172-31-2-12,172.31.2.12,16023.900040864944,6
